GSM329408	GSM329409	GSM329410	GSM329411	GSM329414	GSM329417	GSM329419	GSM329421	GSM329425	GSM329427
AC128677.4 /// CH17-132F21.1 /// IGKV1OR-1 /// IGKV1OR-1 /// IGKV1OR10-1 /// IGKV1OR10-1 /// IGKV1OR2-2	8.1845	13.4615	8.6428	9.763	7.7287	9.94	10.5974	7.0714	7.765	7.8343
AC136289.1	4.7947	4.2139	7.584	4.1873	5.7826	5.6822	5.9407	4.4114	3.7739	3.9582
AC139100.2 /// PARD6G-AS1	6.9293	4.0892	4.8657	5.0103	6.2118	4.6055	5.1015	4.3499	2.8259	5.202
AC139100.3	4.5765	4.8717	5.7303	5.7915	4.9834	5.7025	4.3903	6.0383	2.9645	5.5045
AC141928.1	6.5904	5.8008	6.8073	7.2042	5.9874	6.0572	6.8616	6.1053	5.8772	5.8052
AC144652.1	8.2461	6.2467	7.2419	7.0346	8.0147	8.1094	5.9269	7.9677	7.2761	7.2901
AC145343.2	6.6486	6.2804	7.4081	7.715	5.4864	7.5399	6.3651	5.1746	5.6196	7.906
ACAA1	10.621	11.1587	10.5917	12.4913	11.4248	11.7584	11.575	12.1487	11.9924	12.2156
ACAA2	11.8579	10.3914	11.5059	10.4721	12.5427	11.6381	9.0734	9.2169	10.7857	9.3886
ACACA	9.0983	7.7013	8.7299	8.7201	9.0784	8.7345	6.8573	8.2166	8.6625	8.5779
ACACB	8.5668	8.3329	9.0291	9.68	7.9774	6.7933	9.0536	9.6046	7.6015	8.4431
ACAD10	8.4049	7.5982	8.1791	8.797	8.2084	7.3763	7.2667	8.5026	8.3644	8.321
ACAD11 /// NPHP3 /// NPHP3-ACAD11	9.8194	8.6018	8.5563	8.4456	8.7886	8.7411	8.9757	10.3712	10.0099	9.8074
ACAD8	8.1904	9.0989	8.9437	9.409	9.7767	9.3365	10.7671	8.7517	9.3492	8.8778
ACAD9	10.5638	9.0264	10.5585	9.8329	10.4165	10.2484	8.8416	9.315	9.5105	9.8977
ACADL	5.7751	5.4908	5.3062	8.733	5.7192	5.5959	5.2668	6.1097	4.2873	6.78
ACADM	13.0185	11.7424	13.1461	10.7818	12.1973	13.1443	9.3442	12.3477	12.4488	12.0644
ACADS	7.9967	7.8135	6.9474	5.7883	8.1991	7.7781	8.0549	8.6416	8.1215	7.5398
ACADSB	7.8711	8.9071	7.4137	9.0742	8.1516	8.7318	7.6438	9.1657	9.9601	9.6638
ACADVL	10.0719	11.6523	10.1347	12.1332	11.4521	10.956	11.8209	12.0051	12.0728	11.7881
ACAN	6.9713	7.2432	8.0043	8.0197	6.7888	6.1774	6.8932	7.1134	5.6794	6.8486
ACAP1	9.1283	9.1543	11.8881	11.1575	10.0678	11.4435	11.2243	11.3824	11.0721	10.9524
ACAP2	11.1437	11.3026	10.7528	11.5839	10.9505	11.3818	11.9917	12.042	12.3066	12.0358
ACAP3	9.9448	9.1924	8.3806	8.813	8.5801	9.9283	9.3773	10.2744	9.7429	10.0479
ACAT1	10.1555	11.473	12.071	10.247	12.2393	12.199	10.163	10.9393	11.2628	10.9226
ACAT2	11.3697	9.925	11.0196	10.194	10.6746	10.1859	8.82	9.9567	10.1607	10.2708
ACBD3	11.2743	12.2048	10.9728	9.9858	9.7694	11.1918	11.3695	10.1506	10.7764	10.3905
ACBD4	6.2348	6.5938	7.2261	8.6945	5.5383	7.4804	7.5733	8.2154	8.065	6.9213
ACBD5	9.6384	12.122	10.1039	10.3276	10.3633	10.5358	11.6231	11.2192	11.02	10.685
ACBD6	10.6251	11.8879	10.9895	10.3642	11.175	10.8517	10.1051	10.0001	10.1526	9.9736
ACCS	8.5783	9.0306	6.1469	7.2667	7.4757	8.3849	7.4889	10.4645	3.9293	8.9633
ACD	11.1987	10.2223	11.045	9.8181	11.1227	10.1834	9.0166	11.4774	11.2771	11.7274
ACE	6.1523	6.5367	5.8481	6.4548	6.4509	6.3361	6.4421	6.0474	5.1321	5.1408
ACE2	6.1736	5.1782	6.9617	7.5177	4.9363	5.8299	5.8586	6.2028	4.8529	6.4878
ACER1	6.4811	4.7176	5.8195	5.6548	4.3996	3.705	3.4172	4.099	2.9062	4.2396
ACER3	10.4688	9.4389	8.3888	10.1672	8.6828	8.5319	9.6515	10.5567	10.5421	10.2071
ACHE	6.3135	6.6248	5.7875	8.3594	6.7315	6.6532	6.7764	5.5167	3.2509	6.6141
ACIN1	10.2103	9.6883	10.5768	10.0335	9.9876	10.0287	9.9995	9.8052	10.4266	9.4635
ACKR1	4.2311	4.2729	3.1181	8.7342	3.3536	4.7115	6.0497	6.3052	2.7014	5.3831
ACKR1 /// CADM3	4.2129	4.0255	6.1343	7.9106	4.2146	4.7407	6.28	3.2491	3.67	6.2655
ACKR2	6.3412	6.1445	7.6452	7.9545	7.1065	5.8882	5.447	6.4247	5.7056	7.6198
ACKR3	6.7059	8.6265	5.6771	9.3033	5.8062	6.0949	7.4661	9.8133	7.0042	8.9023
ACKR3 /// AK023507	7.166	7.0855	7.7704	8.8279	5.0323	5.6582	6.1361	6.9645	6.5298	5.536
ACKR4	7.8709	6.8839	7.5932	7.3107	4.5806	8.6659	3.2258	6.2338	4.593	4.7468
ACLY	12.3962	11.6295	12.8688	11.5252	12.5061	12.3089	11.2868	12.2154	12.6697	12.4272
ACMSD	4.0492	4.7984	6.3894	7.7644	3.5437	5.9988	3.9983	5.449	3.4476	6.3795
ACN9	11.5938	10.0002	10.5227	9.3943	10.3595	11.6819	8.9067	7.2317	8.2738	7.8485
ACO1	8.3877	7.2758	7.6802	8.1476	9.0365	8.4176	7.8319	8.2279	8.376	8.5339
ACO2	11.8059	10.4683	11.598	10.2652	12.5565	12.0802	8.8726	10.966	10.9953	10.6265
ACOT11	6.948	6.4779	6.7328	8.3003	5.9726	5.9727	6.0825	6.6861	5.2635	7.3662
ACOT12	4.8971	4.7978	6.3593	9.6756	4.6884	5.2502	4.0485	3.8048	3.6448	5.7217
ACOT13	11.3253	9.5177	10.8457	10.2237	11.4085	11.044	8.593	9.42	10.2212	9.819
ACOT1 /// ACOT2	9.4988	10.1122	8.9481	7.456	9.4033	8.8654	8.1199	8.3509	9.7643	5.5688
ACOT4	8.5321	6.7803	6.5161	9.4965	7.8751	4.6169	6.4143	5.3572	7.2642	3.7904
ACOT6	4.299	2.9782	4.0312	6.8964	3.899	3.705	5.2788	3.0357	3.8501	4.9264
ACOT7	11.9444	11.4655	11.7745	9.7535	11.192	11.8059	9.2727	8.6667	9.8691	10.2787
ACOT8	10.0219	9.1251	9.6538	9.7359	10.0596	9.6605	8.6945	9.3353	9.4007	9.1079
ACOT9	10.1387	9.7858	7.7306	10.4698	10.4185	9.996	11.1137	10.1006	9.9507	9.5581
ACOX1	7.5881	6.637	8.5999	8.89	8.9019	8.6675	8.5838	8.9061	9.9903	9.4779
ACOX2	5.5933	6.413	5.6962	9.028	6.4407	5.6729	5.0872	3.9484	3.6152	5.1145
ACOX3	7.1541	6.1623	7.6388	9.1526	8.5821	8.2685	6.9825	8.041	8.3733	8.5062
ACOXL	6.0408	4.7318	6.4947	6.9488	4.4092	6.9722	6.5864	6.9312	3.7627	6.7274
ACP1	13.4347	13.2495	12.726	11.7786	13.1179	12.8085	12.0823	13.3615	13.1367	12.4231
ACP2	8.9627	7.5787	7.0933	9.7168	8.7497	8.0681	8.0438	7.0891	7.5001	7.1401
ACP5	6.3032	7.8271	9.9847	10.5452	10.1858	10.4277	8.6405	6.8594	5.8496	5.5657
ACP6	7.1919	9.1644	10.3132	9.7512	10.7664	9.8406	10.2779	8.22	5.0458	7.6882
ACPP	5.4023	9.1086	8.6714	9.6452	9.1495	8.0946	10.9155	7.6034	6.2104	8.4826
ACPT	6.705	7.6692	5.427	9.2746	6.7689	6.331	7.8273	7.4231	6.4376	7.9022
ACR	5.9099	6.9513	5.8178	8.4714	5.754	7.2542	5.7546	7.3461	5.2379	5.6859
ACRBP	8.4324	8.5704	8.153	9.1057	7.899	8.4311	9.5177	9.1361	8.2554	8.3168
ACRC	7.2814	7.5349	7.4387	7.483	7.0408	7.9533	7.9332	8.3218	8.1918	7.5898
ACRV1	7.119	7.0536	8.468	9.076	5.7561	7.071	7.4955	6.9186	6.3638	7.9883
ACSBG1	5.2426	5.6542	5.865	6.5812	5.7705	5.163	6.5632	5.8133	6.2819	5.5883
ACSBG2	5.4115	6.2264	7.6292	7.2093	5.3265	4.8991	6.5243	6.0432	3.9525	5.2621
ACSF2	7.7056	7.6293	7.6235	8.6368	6.1982	8.5583	6.8448	8.6614	9.8246	8.8711
ACSF3	9.0459	7.8986	9.1601	8.9099	8.6517	10.0202	7.2989	9.1245	8.9161	8.168
ACSL1	8.164	10.738	9.2823	13.179	11.1342	10.3653	13.7124	11.6041	11.813	12.1273
ACSL3	11.3747	10.5988	10.4237	10.1703	10.9063	10.7756	10.6972	9.5477	10.379	10.3009
ACSL4	8.9085	8.4052	9.1654	8.4397	8.0108	9.5191	9.4035	8.2794	9.2392	9.2221
ACSL5	9.5486	8.9241	9.7739	10.025	9.4757	10.1641	8.3053	9.5249	10.1727	9.9515
ACSL6	7.1953	7.2977	7.471	10.184	6.0179	7.2363	8.1263	7.2656	6.8072	7.129
ACSM1	4.8647	5.62	5.5717	7.428	4.2972	5.5455	5.6537	6.8685	4.8686	4.3787
ACSM2A	5.2115	5.6204	6.1237	7.1817	5.6744	5.3047	4.7093	4.0029	3.5124	5.7134
ACSM2A /// ACSM2B	5.7186	4.5021	4.2293	6.1631	6.1311	6.3953	6.7995	4.628	5.0443	5.2089
ACSM2B	5.4815	3.6597	5.6769	7.3557	3.4109	5.1788	3.9449	3.0177	4.1507	4.2182
ACSM3	7.7689	10.2094	6.2745	9.2119	7.2559	5.4843	8.0678	7.2864	6.8636	7.2169
ACSM5	6.0008	6.27	7.719	8.2489	5.0676	5.5218	5.4916	5.3194	5.0687	5.6693
ACSS1	8.8551	10.2177	8.5014	10.3619	9.4918	9.0034	9.4609	10.6922	11.1784	10.5313
ACSS2	8.5763	8.1287	7.9096	8.9551	7.7221	7.942	9.047	9.4222	9.2558	9.6987
ACSS3	6.7473	6.4417	5.9413	7.8978	5.6335	4.8565	7.041	4.4638	5.7997	6.5034
ACTA1	5.8195	6.4267	5.0816	8.7521	4.7389	6.1148	5.2742	5.7537	5.1709	6.002
ACTA2	7.4148	8.3029	8.8297	9.2866	8.6293	8.9806	8.2247	8.8163	9.0605	8.6347
ACTA2 /// ACTA2	4.2879	3.5545	4.2296	5.8567	4.3295	4.4344	4.5526	2.8284	2.2701	6.8723
ACTA2-AS1	6.1773	6.0696	6.9001	6.5034	6.1079	5.4519	6.8279	6.7123	6.2049	5.6923
ACTB	15.1947	15.1395	16.216	16.9761	15.6507	15.2452	15.3373	15.2794	14.8649	15.1575
ACTB /// ACTG1	15.125	15.4196	16.0499	15.8234	15.1852	15.1925	14.9531	15.7165	15.248	15.4568
ACTBP9 /// ACTBP9	8.3273	7.2496	9.1372	7.2337	8.1349	7.9487	6.8868	7.7465	7.0646	5.3872
ACTC1	6.8019	7.7529	7.7498	8.7811	6.5195	7.2121	7.754	6.9264	6.5237	7.9524
ACTG1P4 /// AMY1A /// AMY1B /// AMY1C /// AMY2A /// AMY2B	7.348	9.0232	6.9512	7.6982	6.3586	7.3023	7.4891	9.3022	8.6682	8.1057
ACTG1P4 /// AMY2B /// RNPC3	9.0324	10.052	9.0379	9.7447	9.314	9.1721	10.1716	11.0295	10.3075	9.9186
ACTG2	7.3922	7.2144	8.3516	8.7782	6.1903	7.012	6.4522	6.5787	6.7077	6.3219
ACTL10	6.4962	7.0833	7.2591	5.3119	7.2615	6.815	6.6266	7.2226	4.6017	6.8606
ACTL6A	11.8578	10.0324	11.705	8.9294	11.1827	11.5229	9.3817	9.5298	11.2898	11.0698
ACTL6B	4.7401	5.2323	5.9377	6.608	4.0055	6.3374	4.7784	3.2379	3.9323	6.9738
ACTL7A	6.1427	3.3802	5.4764	8.1245	4.6529	3.8007	3.4878	2.5522	2.824	4.0248
ACTL7B	4.3765	4.2685	3.5411	6.9144	3.8035	4.1644	2.8939	3.2431	3.9751	3.6268
ACTL8	4.3954	9.4014	6.3634	9.0376	4.2123	4.9531	6.3369	6.4291	3.3283	5.6039
ACTL9	5.296	5.0469	3.7236	5.6668	6.2794	4.998	3.2349	5.3192	3.5168	5.643
ACTN1	6.497	9.807	8.4868	12.2916	11.5314	8.9914	13.2753	11.0709	9.6125	11.9671
ACTN2	5.9495	6.5804	7.6979	8.8669	5.8258	5.8121	7.1737	7.1057	5.4418	6.1194
ACTN3	5.243	6.8077	7.2507	8.3686	6.6947	6.3572	7.0258	5.0504	5.7764	7.1906
ACTN4	10.3759	9.8481	11.3262	11.582	11.27	10.7515	11.5757	11.8966	11.6562	12.0673
ACTR10	11.9131	11.3882	11.5304	11.3529	11.7423	11.8286	11.3988	12.0644	11.5349	11.5179
ACTR1A	10.3249	10.0678	10.3983	10.8775	10.9188	10.0596	10.4986	10.1966	10.2799	10.2214
ACTR1B	11.3738	10.5352	10.2602	10.4423	11.2711	10.4241	10.4042	10.4879	10.7794	10.3625
ACTR2	13.4852	13.2255	13.332	11.7143	13.0487	13.2471	12.8078	13.8593	13.2812	13.5833
ACTR3	13.7187	13.1034	14.8196	14.2686	13.7383	14.1417	13.6328	13.6742	13.7139	13.8605
ACTR3B	8.156	7.5267	7.5376	6.3042	9.1135	9.2965	6.2468	7.6189	7.353	7.7226
ACTR3BP2	5.9213	7.1566	7.294	7.3314	6.5741	6.999	7.8834	6.5956	5.7693	5.3056
ACTR3BP2 /// ACTR3BP5	6.8886	7.5879	6.8372	8.4072	6.8173	7.7036	7.2528	7.2153	6.0361	7.5497
ACTR3C	7.7634	6.8778	4.6313	8.1152	6.4554	7.9422	5.7465	6.7594	5.0671	6.4525
ACTR3P2 /// ACTR3P2	6.1205	5.1075	5.8992	8.3271	6.4561	7.5615	6.7924	5.9102	5.5751	6.1735
ACTR5	9.633	9.0285	9.3153	8.8781	9.5309	9.1724	9.2004	9.3726	9.8921	9.417
ACTR6	11.5565	10.1907	10.9112	8.6087	11.2492	11.2447	9.5792	10.3312	10.8805	10.6211
ACTR8	9.7954	8.8203	8.7788	9.647	9.6647	9.1032	9.2442	8.5256	8.625	8.3448
ACTRT2	5.85	2.9782	4.5933	6.9294	4.4111	4.6317	3.0218	3.8847	4.4447	5.7528
ACTRT3	6.8067	4.4107	7.398	6.7415	6.3449	6.2626	3.3329	4.1026	4.8949	7.2022
ACVR1	7.2154	6.8707	7.9308	9.0073	7.6339	8.152	7.6421	8.9541	8.5337	9.2348
ACVR1B	8.7562	9.9504	8.6552	10.195	8.5336	9.3778	11.0797	8.8743	9.8747	9.1522
ACVR1C	6.7407	5.2401	6.0286	7.4914	4.8254	6.3432	6.1899	5.6758	4.6689	6.6488
ACVR2A	8.3037	6.9292	7.288	9.6375	8.631	7.5956	7.5877	5.4392	6.3353	6.9311
ACVR2B	9.2659	7.5041	7.9428	8.5319	8.9946	7.0088	7.2084	6.7154	6.9753	6.7099
ACVR2B-AS1	5.8545	6.4064	8.9404	5.8603	3.8023	5.4789	7.4648	4.5809	5.2165	5.8599
ACVRL1	5.6783	7.1154	6.7665	6.7982	6.4374	6.2521	6.9795	5.3874	5.1124	6.372
ACY1	4.0492	3.5581	5.9715	7.8114	4.681	4.8748	5.2352	3.6067	3.7398	5.0282
ACY3	11.2945	11.0815	12.3359	8.2967	5.4208	11.1236	7.258	5.2965	7.1735	6.7523
ACYP1	11.544	8.866	10.8487	8.9557	11.0154	10.3071	7.8019	10.7353	10.3599	11.2531
ACYP2 /// LOC101927144	10.1796	9.9453	11.3923	7.309	9.7877	11.068	8.4641	9.6946	9.3466	8.0441
ADA	9.1333	10.6474	9.5982	11.6502	8.4708	11.4512	10.7567	13.1352	13.5632	13.4678
ADAD1	6.5653	7.5231	7.8768	8.6598	7.9422	7.0312	8.0897	7.5031	6.4605	7.527
ADAD2	5.4862	5.2995	5.6156	6.1598	6.7994	6.8762	5.8874	6.5566	6.0911	6.2352
ADAL	7.8862	7.7407	8.4324	8.0332	7.3081	7.3684	7.2417	7.4475	7.9135	7.8142
ADAM10	12.5032	10.9303	10.9234	11.7105	11.2257	11.5439	10.7391	13.0754	13.7107	13.3658
ADAM11	7.6303	6.09	6.9833	8.8674	5.8478	6.1704	7.0324	6.4299	6.4602	5.9419
ADAM12	6.5098	5.865	6.5279	8.4471	6.1468	6.0671	6.7514	5.884	5.6634	7.0119
ADAM15	7.2571	8.1799	7.7253	9.0103	8.2945	8.1711	9.055	7.1129	7.6957	8.1628
ADAM17	11.0677	10.7862	11.9134	10.5634	11.0455	11.4778	11.591	11.0288	11.2993	10.3359
ADAM18	6.0344	6.8221	6.8008	8.1077	5.7742	6.4014	6.8678	5.6919	5.281	6.2113
ADAM19	9.0511	9.0081	11.2833	9.962	8.1018	11.5324	9.7208	8.0617	8.428	8.5865
ADAM1A /// ADAM1A	8.4992	8.1912	8.1402	6.6048	7.4629	8.289	6.254	8.5478	8.9544	8.1709
ADAM2	4.5765	4.2359	5.2959	5.9726	5.3458	5.2756	3.7215	4.2358	2.6361	6.4079
ADAM20	6.9372	5.8081	6.5209	6.4129	6.0269	6.4365	4.9474	5.4843	4.2091	7.4677
ADAM21	5.769	5.1082	5.5809	8.0917	5.2655	6.3789	6.3879	5.7566	4.1357	7.0831
ADAM22	6.7535	6.4375	7.583	9.2617	6.9738	6.1974	6.6544	6.5419	5.4365	7.556
ADAM23	8.3832	9.8943	7.0141	7.3359	7.1173	6.3516	6.8611	6.4495	4.962	6.2837
ADAM28	6.4597	8.2881	6.3459	8.9994	5.9672	7.1125	9.5378	5.538	5.6008	6.7176
ADAM29 /// LOC101928551	5.3199	3.5332	5.6881	7.7582	5.1682	5.4531	6.7163	4.8686	4.5542	6.0583
ADAM30	6.1225	6.1082	4.9329	8.224	5.3591	5.5163	5.3822	3.2088	5.5402	6.8014
ADAM32	5.6716	7.6442	4.4139	8.1815	5.832	5.2881	6.8989	5.0121	5.2546	5.676
ADAM33	8.4344	7.7565	8.1101	7.7926	7.9706	8.2501	9.2701	8.9699	9.486	9.2394
ADAM3A	4.4808	4.7802	6.5882	5.6736	5.3827	4.9798	3.952	5.6872	5.1732	6.218
ADAM3B /// ADAM3B	4.4053	4.4367	7.1012	6.6172	5.3432	4.4344	6.2535	4.9881	4.2125	7.3414
ADAM5	5.7186	5.8585	6.3506	7.2747	4.169	5.6822	6.1184	5.8484	4.7493	6.2993
ADAM6	6.3789	5.9485	6.8268	6.7054	5.0519	5.6512	5.0748	3.4925	3.1196	6.0462
ADAM7	6.4379	5.4449	7.9295	8.5723	5.872	6.0728	4.4152	5.5119	4.5717	5.6267
ADAM8	7.4659	8.5039	6.7451	11.2494	9.8303	8.8527	12.4262	8.7671	6.1031	10.5011
ADAM9	8.8681	11.0504	7.6267	9.9957	10.2545	9.529	12.0865	8.0262	6.3974	7.1199
ADAMDEC1	5.5165	6.9366	6.5249	5.7119	4.7286	5.5771	5.3362	2.8572	4.8798	4.8861
ADAMTS1	4.7396	4.2633	5.2475	7.9551	3.5487	4.7651	3.3567	5.0559	3.0765	3.1915
ADAMTS10	7.1783	7.1368	6.9468	9.3915	6.5437	6.3831	9.6222	7.8889	9.347	8.0397
ADAMTS12	6.761	6.4498	6.6478	9.1248	6.8646	6.3254	6.8854	5.8896	6.1527	6.2408
ADAMTS13	6.1859	7.5918	7.6977	9.3437	6.6252	6.3126	7.1916	6.2232	5.1405	5.9594
ADAMTS14	5.5813	7.4196	7.4608	8.0537	6.5647	6.123	6.5875	4.9534	5.3798	6.7042
ADAMTS15	4.7786	6.0745	6.9483	6.1167	4.5376	5.8059	6.2309	4.5638	4.7093	5.9192
ADAMTS16	4.6829	4.185	5.5156	5.3903	4.5422	4.2095	3.1444	3.7497	2.0314	3.9528
ADAMTS17	5.6686	6.4589	6.5795	7.9205	4.9357	6.3114	6.7191	6.0577	6.5299	6.3053
ADAMTS18	7.5387	6.5317	7.2632	8.1377	5.813	5.3966	6.213	6.627	10.304	9.9382
ADAMTS19	6.3969	4.753	6.8449	6.7787	5.4924	5.0548	6.1494	4.7151	4.2491	5.9832
ADAMTS2	6.7064	6.0637	5.8158	6.3552	5.2699	5.4365	5.6034	6.3136	4.0104	5.755
ADAMTS20	5.2883	5.8437	7.0442	8.6672	5.2481	6.2505	5.8067	5.5788	6.0292	5.8501
ADAMTS3	5.7597	3.5763	6.2628	5.2333	4.6487	4.5775	5.8226	5.7596	5.0733	4.8672
ADAMTS4	7.3133	6.098	6.3594	8.7618	5.4258	6.2883	7.2609	6.3685	6.5574	6.6721
ADAMTS5	6.4161	5.9775	8.0318	7.9347	6.3692	6.2617	6.4992	5.9595	5.0563	7.3824
ADAMTS6	8.0442	8.118	7.4271	9.1539	7.7606	6.1145	6.5763	7.9182	9.0794	8.9131
ADAMTS7	7.1691	7.2935	6.7303	7.5105	6.3073	5.936	6.9888	6.7626	6.3987	7.4941
ADAMTS8	5.7045	5.218	6.6401	7.0851	5.9907	6.0909	6.7073	6.3838	5.8944	6.3532
ADAMTS9	6.6316	6.8397	7.5078	8.4566	7.1173	6.2334	6.4765	6.3358	5.8977	5.9819
ADAMTS9-AS2	7.0561	5.7374	6.793	8.3297	5.9783	6.2054	5.8551	5.9783	4.7298	7.8331
ADAMTSL1	6.0553	5.5928	7.0187	8.3046	5.9479	6.0829	6.1573	5.1028	4.8274	7.0166
ADAMTSL2	5.6371	3.9089	4.6358	4.7929	3.9816	5.2223	2.0351	2.5326	4.1189	6.2485
ADAMTSL3	4.2879	6.0919	6.8648	7.151	6.1022	5.6835	5.63	5.0864	5.3799	5.8638
ADAMTSL4	6.3366	7.717	7.2434	9.2914	6.383	7.9313	7.4429	6.3905	6.1101	6.359
ADAMTSL5	6.0331	6.824	6.299	7.7435	5.2958	5.9389	4.0155	5.4546	3.7332	6.2903
ADAP1	7.5211	9.5555	7.1494	11.1716	8.5018	9.4353	10.7462	10.2022	9.1709	9.1903
ADAP2	8.4692	8.4821	6.8539	10.195	8.1306	8.8893	8.5268	8.8474	7.2191	8.7139
ADAR	12.9273	13.3956	12.542	13.0623	13.467	13.5433	13.2516	12.6942	13.0974	12.706
ADARB1	12.219	10.9903	7.6832	9.4407	8.3871	8.6886	7.7003	6.2847	8.7189	8.1585
ADARB2	5.516	8.5632	4.9014	7.437	5.9145	6.3393	6.6245	7.3072	7.0798	7.7925
ADARB2-AS1	6.5489	6.5374	6.8725	7.0502	7.5915	8.0324	7.4424	6.5845	8.0966	5.8314
ADAT1	10.9165	8.3484	9.0039	10.4575	10.3306	10.1664	7.6611	9.0648	8.9625	8.8213
ADAT2	8.5155	9.424	8.5154	8.434	8.0282	8.8711	8.5981	7.9921	8.9167	8.755
ADAT3	8.6967	8.735	9.4001	6.6532	8.9156	9.4161	8.6835	8.7389	9.1657	9.1111
ADAT3 /// SCAMP4	8.5868	8.2585	9.1352	8.3108	8.2475	9.1591	7.3348	7.5613	8.8839	8.3866
ADCK1	8.378	8.2746	9.4053	9.8998	8.0475	9.0016	6.9521	8.2223	8.2638	8.0114
ADCK2	10.8905	9.2049	10.6598	9.717	10.044	10.6254	8.8607	9.7021	9.9441	9.9641
ADCK3	10.215	11.867	9.6185	9.9673	11.802	10.5132	10.8874	9.5399	10.4031	9.8396
ADCK4	8.2928	7.6524	7.6641	6.6434	7.6959	8.123	5.6797	8.0148	8.0503	8.2343
ADCK5	8.7766	7.1586	6.642	7.2736	7.8346	7.114	5.7647	8.0387	7.8649	8.0161
ADCY1	6.8223	6.9717	7.3627	9.2297	7.011	6.0708	7.0422	6.1503	4.6252	6.5847
ADCY10	5.8445	6.2559	7.6551	8.5017	6.1072	5.3469	6.8668	4.8441	4.9874	5.5144
ADCY10P1	6.8423	6.9708	8.2562	7.2656	7.4559	6.2929	8.09	8.302	7.5896	7.378
ADCY2	5.6236	6.4073	5.7068	8.1084	5.9409	5.9517	6.5823	5.5237	5.5749	7.0126
ADCY3	8.623	9.1349	9.6672	8.7095	9.6121	9.3532	8.6561	8.3527	8.6104	8.5511
ADCY4	7.3502	6.0093	5.0753	7.4201	6.5452	5.6661	8.5997	6.9423	7.0696	6.9823
ADCY5	6.2513	4.9489	5.2146	6.4102	6.1165	4.9025	4.9389	4.8244	5.2204	6.1368
ADCY6	4.8427	6.5079	6.3659	7.8924	4.7283	6.422	6.7784	9.2319	7.0762	8.6759
ADCY7	10.2084	8.67	9.6998	10.5474	8.9452	10.2745	10.0516	10.9098	10.6984	10.5017
ADCY8	6.0218	5.2806	5.3688	6.6562	4.8303	3.705	5.108	2.9624	2.9235	4.6108
ADCY9	6.7575	6.1649	7.4656	8.8388	7.7864	7.5098	5.4181	10.4009	11.0552	10.9328
ADCYAP1	5.1134	4.4954	5.3943	7.3457	4.3779	5.2888	5.0485	5.3956	4.5182	6.5958
ADCYAP1R1	5.8513	5.8319	7.7575	8.4029	6.5151	4.6747	6.8899	6.94	4.2746	5.6203
ADD1	10.8882	11.5867	10.8964	12.2386	11.4352	11.702	11.493	13.1752	12.671	12.7011
ADD2	9.263	8.5932	8.2774	10.1455	6.9345	6.8677	9.0015	7.6946	9.2558	8.2758
ADD3	12.3478	11.6754	13.3299	12.52	12.8416	13.0684	13.43	13.9641	13.1293	13.0562
ADD3-AS1	5.4398	5.9362	7.9489	8.029	5.4086	6.9861	7.0159	5.9064	6.0229	7.5637
ADGB	5.1098	4.477	5.8778	6.2575	4.9436	4.9594	5.1914	5.0578	4.3592	6.3449
ADH1A	5.2647	5.6009	4.9407	6.7418	5.2482	4.8525	4.0718	5.7795	4.745	5.2425
ADH1B	5.5893	5.4154	5.9719	7.3127	5.3104	5.2842	4.9052	4.8177	4.7136	6.4419
ADH1C	4.735	3.564	4.8301	7.5244	5.1648	5.336	3.825	3.7012	2.4907	4.991
ADH4	7.7862	8.6713	7.9829	8.5647	5.8645	5.8559	8.5049	8.4077	7.9509	8.137
ADH5	12.883	12.3479	12.631	11.007	12.8024	12.4634	12.0355	12.0857	12.3508	12.1372
ADH6	5.9085	4.7796	5.8916	8.5168	5.4241	5.2114	4.0851	5.6226	4.1902	6.7771
ADH7	6.2142	4.1593	5.9649	6.9564	6.1083	5.5404	5.8133	5.2767	5.2195	4.7562
ADHFE1	6.4886	6.5892	7.7092	6.9037	6.6032	6.7072	7.8324	7.9128	6.5554	7.4183
ADI1	13.0834	11.9831	11.7447	11.0538	12.7746	12.0738	10.6019	11.5595	12.1457	11.442
ADIG	5.6854	6.0846	5.7728	7.6885	5.5497	6.6032	4.6075	5.4265	5.4763	4.7993
ADIPOQ	6.4507	6.2033	7.8318	9.0636	5.4478	7.1612	6.4933	6.2441	4.7633	7.4949
ADIPOR1	10.8031	11.9012	10.4889	12.5423	10.7589	10.4759	12.0433	10.7913	10.4927	10.1033
ADIPOR2	11.1122	10.5321	10.2466	10.745	10.2161	10.3816	11.2087	10.5563	11.8338	11.4773
ADIRF	5.186	5.5163	3.1181	7.1375	5.0525	4.9368	5.9907	5.1298	1.9883	6.0927
ADIRF-AS1	7.5242	6.82	5.0468	8.2453	7.2179	5.6103	7.4856	6.87	4.6658	6.3908
ADK	10.5866	11.1445	10.2929	10.0834	11.5521	10.7708	9.5942	10.4599	10.3917	10.4822
ADM	6.8836	10.9255	4.1946	13.8179	9.6724	8.9437	11.3079	9.389	6.3415	10.4968
ADM2	6.169	5.8618	7.6862	9.0095	6.343	7.4292	5.3131	6.5339	4.5509	6.4236
ADM5	7.8503	9.2507	8.7898	7.0826	8.2229	8.0735	6.7007	4.8351	6.9429	7.7132
ADNP	11.7819	12.0272	11.3515	10.3752	11.6902	11.2894	10.8354	10.8241	12.2457	11.3157
